time,pv_production,wind_production,consumption,spot_market_price,precip_1h:mm,precip_type:idx,prob_precip_1h:p,clear_sky_rad:W,clear_sky_energy_1h:J,diffuse_rad:W,diffuse_rad_1h:Wh,direct_rad:W,direct_rad_1h:Wh,global_rad:W,global_rad_1h:Wh,sunshine_duration_1h:min,sun_azimuth:d,sun_elevation:d,low_cloud_cover:p,medium_cloud_cover:p,high_cloud_cover:p,total_cloud_cover:p,effective_cloud_cover:p,temp,relative_humidity_2m:p,dew_point_2m:C,wind_speed_2m:ms,wind_dir_2m:d,t_10m:C,relative_humidity_10m:p,dew_point_10m:C,wind_speed_10m:ms,wind_dir_10m:d,t_50m:C,relative_humidity_50m:p,dew_point_50m:C,wind_speed_50m:ms,wind_dir_50m:d,t_100m:C,relative_humidity_100m:p,dew_point_100m:C,wind_speed_100m:ms,wind_dir_100m:d
2020-05-09 14:00:00,14.1751665,56.02,19.93632444,0.0885,0.0,0.0,1.0,616.3,2373285.3,189.2,199.722,194.7,168.348,383.9,368.07,19.6,231.339,35.998,44.2,67.4,0.0,81.8,81.8,6.2,70.4,1.3,4.0,271.8,6.1,70.7,1.2,5.8,271.8,5.4,72.0,0.7,7.5,271.2,4.7,73.6,0.4,8.1,270.4
2020-05-09 15:00:00,32.213417,15.89,23.89512889,0.09061,0.0,0.0,1.0,508.1,2030838.0,136.2,162.684,244.5,219.582,380.7,382.266,41.7,247.051,30.229,8.9,30.5,0.0,36.6,36.6,7.2,62.0,0.4,3.5,269.0,7.0,62.1,0.2,5.0,269.0,6.3,62.4,-0.4,6.6,268.4,5.6,63.3,-0.8,7.3,267.6
2020-05-09 16:00:00,13.5153335,35.49,29.55734222,0.09172,0.0,0.0,1.0,381.5,1605121.0,96.2,116.165,198.7,221.606,294.9,337.771,31.4,261.448,23.767,22.2,47.6,0.0,59.2,59.2,6.7,61.7,-0.1,3.5,268.3,6.6,61.7,-0.2,5.0,268.3,5.9,62.2,-0.8,6.6,267.9,5.3,63.1,-1.2,7.2,267.3
2020-05-09 17:00:00,8.1848333,12.5,50.54219111,0.09139,0.0,0.0,1.0,248.1,1133183.7,70.9,83.549,114.4,156.552,185.3,240.101,33.7,274.993,17.057,28.3,43.8,0.0,59.8,59.8,5.9,65.0,-0.1,2.7,263.9,5.8,65.1,-0.3,3.8,263.9,5.2,65.7,-0.7,5.0,263.3,4.6,66.6,-1.1,5.6,262.6
2020-05-09 18:00:00,2.0210001,11.76,21.30094,0.08872,0.0,0.0,1.0,124.1,664187.0,54.7,62.804,52.2,83.27,106.8,146.075,34.8,288.131,10.479,26.4,42.0,0.0,57.3,57.3,5.5,66.5,-0.3,2.8,259.1,5.3,66.6,-0.4,4.0,259.1,4.8,67.1,-0.8,5.3,258.7,4.3,67.9,-1.1,6.0,258.1
2020-05-09 19:00:00,0.6269167,-0.28,25.94380889,0.08828,0.0,0.0,1.0,34.7,270433.2,23.7,39.175,12.4,32.292,36.1,71.467,25.6,301.232,4.378,18.4,57.3,0.0,65.2,65.2,4.4,71.2,-0.3,1.1,234.3,4.3,71.1,-0.4,1.6,234.3,4.0,70.7,-0.9,2.4,235.3,3.6,70.8,-1.2,3.0,236.6
2020-05-09 20:00:00,0.0,4.94,17.47792111,0.08939,0.0,0.0,1.0,0.0,45488.4,0.0,11.843,0.0,6.209,0.0,18.053,31.4,314.575,-0.922,15.9,47.7,0.0,56.0,56.0,3.4,75.5,-0.5,1.0,215.5,3.4,75.2,-0.6,1.4,215.5,3.3,74.3,-0.8,2.3,216.8,3.0,74.0,-1.2,3.2,218.4
2020-05-09 21:00:00,0.0,8.62,17.99696778,0.08694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.319,-5.109,33.1,58.7,0.0,72.4,72.4,2.7,79.5,-0.5,1.0,228.8,2.7,79.2,-0.6,1.4,228.8,2.6,78.2,-0.8,2.3,229.8,2.3,77.8,-1.1,3.2,231.0
2020-05-09 22:00:00,0.0,37.41,17.26547222,0.08906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.484,-7.906,19.2,32.6,0.0,45.6,45.6,1.8,83.6,-0.7,0.6,230.3,1.8,83.0,-0.7,0.9,230.3,2.0,80.6,-1.0,1.4,235.8,1.9,79.0,-1.3,1.9,242.7
2020-05-09 23:00:00,0.0,31.21,17.51798778,0.08719,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.94,-9.106,42.1,30.4,0.0,59.7,59.7,1.1,88.0,-0.7,1.3,235.4,1.2,87.4,-0.7,1.9,235.4,1.4,85.2,-0.8,2.7,239.0,1.4,83.4,-1.1,3.2,243.6
2020-05-10 00:00:00,0.0,53.73,18.85642889,0.08586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.492,-8.436,75.7,57.6,0.0,89.7,89.7,0.8,90.1,-0.6,1.4,234.1,0.9,89.6,-0.6,2.0,234.1,1.1,87.9,-0.6,3.1,236.0,1.1,86.4,-0.9,4.2,238.4
2020-05-10 01:00:00,0.0,133.68,17.45352,0.08465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.793,-6.399,88.4,84.3,0.0,98.2,98.2,0.9,89.2,-0.7,2.3,334.8,0.8,90.1,-0.7,3.2,334.8,0.4,93.5,-0.6,4.1,331.2,-0.1,95.9,-0.7,4.4,326.7
2020-05-10 02:00:00,0.0,37.19,17.17243778,0.0831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.724,-2.862,74.2,100.0,0.0,100.0,100.0,1.3,84.8,-1.0,4.4,338.2,1.2,84.7,-1.1,6.3,338.2,0.7,84.3,-1.7,8.3,339.7,0.2,84.2,-2.2,9.4,341.5
2020-05-10 03:00:00,1.1105834,23.43,19.42658,0.08178,0.0,0.0,1.0,13.6,9448.9,3.3,1.64,0.0,0.002,3.3,1.642,0.1,52.229,1.927,23.5,99.8,0.0,99.8,99.8,1.4,82.8,-1.2,3.6,331.4,1.2,82.7,-1.4,5.1,331.4,0.7,82.8,-1.9,6.8,332.4,0.2,83.0,-2.3,7.5,333.7
2020-05-10 04:00:00,3.1020000000000003,7.29,14.91802111,0.08145,0.0,0.0,1.0,77.8,146847.5,25.3,14.296,2.1,1.041,27.4,15.336,0.9,65.405,7.672,25.6,98.4,0.0,98.8,98.8,1.2,83.3,-1.3,2.8,331.6,1.1,83.4,-1.4,4.1,331.6,0.6,83.9,-1.8,5.3,332.6,0.1,84.4,-2.2,5.9,334.0
2020-05-10 05:00:00,11.087,-0.36,18.32922,0.0831,0.0,0.0,1.0,189.8,472152.7,68.0,46.664,11.4,6.716,79.4,53.38,2.8,78.472,14.055,34.1,95.4,0.0,97.0,97.0,1.6,79.9,-1.5,2.3,332.6,1.4,80.0,-1.6,3.3,332.6,0.8,81.0,-2.1,4.3,333.4,0.3,82.2,-2.4,4.7,334.4
2020-05-10 06:00:00,15.885833000000002,-0.32,22.73609111,0.08509,0.0,0.0,1.0,321.2,917404.1,108.4,88.23,14.9,13.151,123.4,101.381,8.0,91.76,20.745,35.8,86.7,0.0,91.5,91.5,2.1,74.1,-2.1,2.0,333.0,1.9,74.3,-2.2,2.9,333.0,1.3,75.7,-2.5,3.6,333.9,0.7,77.6,-2.8,3.9,335.1
2020-05-10 07:00:00,2.8985000000000003,17.5,27.23906222,0.08675,0.0,0.0,1.0,452.7,1395087.1,141.2,124.827,49.7,32.322,190.9,157.149,9.5,105.683,27.381,48.7,84.2,0.8,92.0,91.9,2.1,73.3,-2.2,2.1,312.2,1.9,73.6,-2.3,3.0,312.2,1.2,75.1,-2.7,3.8,312.9,0.6,77.0,-3.0,4.0,313.7
2020-05-10 08:00:00,11.0139167,21.07,22.60128,0.08664,0.0,0.0,1.0,570.9,1848070.5,186.3,163.734,142.1,95.896,328.4,259.63,8.3,120.708,33.553,31.2,86.2,0.8,90.6,90.6,2.7,68.9,-2.4,2.7,316.3,2.5,69.2,-2.5,3.9,316.3,1.8,70.6,-3.0,5.0,316.6,1.0,72.3,-3.4,5.2,317.0
2020-05-10 09:00:00,3.5591667,1.47,23.64058667,0.08531,0.0,0.0,1.0,665.8,2234414.6,205.4,195.851,222.4,182.228,427.8,378.079,13.2,137.266,38.776,39.6,78.0,0.8,86.8,86.8,3.3,65.9,-2.5,2.7,316.1,3.0,66.1,-2.7,3.9,316.1,2.2,67.3,-3.2,4.9,316.8,1.4,68.9,-3.7,5.3,317.6
2020-05-10 10:00:00,29.422583000000003,-0.26,23.31614667,0.0831,0.0,0.0,1.0,729.8,2522256.0,191.4,198.399,331.1,276.712,522.4,475.111,25.7,155.539,42.497,13.5,57.1,0.8,63.2,63.1,4.0,60.2,-3.0,2.9,311.9,3.8,60.4,-3.2,4.2,311.9,3.0,61.3,-3.7,5.3,312.9,2.2,62.7,-4.2,5.6,314.2
2020-05-10 11:00:00,70.387666,34.06,21.70993778,0.07218,0.0,0.0,1.0,757.9,2689108.6,205.0,198.159,372.3,351.662,577.2,549.822,17.6,175.148,44.2,16.9,70.7,0.8,75.8,75.7,4.2,61.0,-2.7,3.1,309.3,3.9,61.2,-2.9,4.4,309.3,3.0,62.3,-3.5,5.6,310.2,2.2,63.8,-4.0,5.9,311.2
2020-05-10 12:00:00,70.845334,33.28,20.82187556,0.06567,0.0,0.0,1.0,748.1,2722265.4,233.5,219.218,295.0,333.612,528.4,552.829,17.3,195.061,43.601,12.9,71.2,0.8,75.1,75.0,4.2,59.3,-3.0,3.4,308.4,4.0,59.5,-3.2,4.9,308.4,3.1,60.4,-3.8,6.3,309.1,2.3,61.7,-4.2,6.6,310.0
2020-05-10 13:00:00,52.794084,34.96,16.79230222,0.06313,0.0,0.0,1.0,701.0,2619227.5,215.1,224.303,318.4,306.705,533.6,531.007,19.4,214.073,40.804,19.2,67.7,3.5,74.8,74.4,3.3,56.2,-4.6,3.9,309.2,3.1,56.2,-4.7,5.6,309.2,2.3,56.5,-5.4,7.1,309.8,1.6,57.3,-6.0,7.6,310.5
2020-05-10 14:00:00,54.206084,43.87,22.27834,0.06854,0.0,0.0,1.0,620.4,2387800.7,175.5,195.335,329.1,323.758,504.6,519.094,31.9,231.469,36.239,17.7,46.9,0.0,56.3,56.3,3.9,52.3,-5.0,3.8,307.8,3.7,52.3,-5.2,5.5,307.8,2.8,52.7,-5.9,7.0,308.2,2.1,53.6,-6.4,7.4,308.8
2020-05-10 15:00:00,15.661,39.67,17.35758444,0.0793499999999999,0.0,0.0,1.0,512.3,2045803.7,135.4,155.447,264.6,296.848,400.0,452.295,37.0,247.193,30.462,16.1,38.3,0.0,48.2,48.2,3.7,51.3,-5.4,3.6,309.1,3.5,51.2,-5.6,5.2,309.1,2.8,51.5,-6.2,6.7,309.5,2.1,52.2,-6.7,7.1,310.0
2020-05-10 16:00:00,14.54625,22.65,53.52184444,0.08719,0.0,0.0,1.0,385.8,1620578.0,103.4,119.365,188.0,226.313,291.4,345.678,39.7,261.591,23.995,14.8,33.9,0.0,43.7,43.7,3.3,50.1,-6.1,3.5,309.0,3.2,50.0,-6.3,5.1,309.0,2.5,49.8,-6.9,6.5,309.7,1.8,50.4,-7.4,7.0,310.6
2020-05-10 17:00:00,6.1501668,13.19,37.28631556,0.08906,0.0,0.0,1.0,252.5,1148934.2,85.9,94.64,119.4,153.686,205.3,248.327,35.0,275.131,17.285,41.7,24.0,0.0,55.7,55.7,2.8,50.6,-6.4,3.6,311.9,2.7,50.5,-6.6,5.2,311.9,2.1,50.3,-7.2,6.6,312.2,1.5,50.8,-7.6,7.2,312.5
2020-05-10 18:00:00,3.37,6.66,14.84383889,0.08984,0.0,0.0,1.0,128.1,679441.8,61.1,73.496,56.9,88.146,118.0,161.641,42.7,288.259,10.71,28.9,26.3,0.0,47.6,47.6,2.3,54.0,-6.0,3.4,312.2,2.2,53.9,-6.2,4.9,312.2,1.6,53.5,-6.8,6.3,312.6,1.0,53.9,-7.2,6.9,313.1
2020-05-10 19:00:00,0.634,-0.27,19.1084,0.0913799999999999,0.0,0.0,1.0,37.3,282679.1,24.5,42.802,11.9,34.394,36.4,77.196,25.4,301.347,4.615,18.8,57.6,0.0,65.6,65.6,0.6,78.1,-2.8,2.9,314.8,0.5,77.9,-2.9,4.1,314.8,-0.0,78.1,-3.4,5.4,315.2,-0.5,79.2,-3.7,5.9,315.7
2020-05-10 20:00:00,0.0,-0.3,21.36201778,0.09006,0.0,0.0,1.0,0.0,51751.7,0.0,12.261,0.0,5.935,0.0,18.196,30.7,314.672,-0.677,22.4,48.8,0.0,60.3,60.3,0.2,81.6,-2.5,2.5,308.0,0.1,81.5,-2.7,3.6,308.0,-0.3,81.8,-3.0,4.9,309.4,-0.8,82.8,-3.3,5.7,311.1
2020-05-10 21:00:00,0.0,1.16,21.11906667,0.0868599999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,328.393,-4.856,33.2,47.0,0.0,64.6,64.6,-0.1,82.9,-2.7,2.1,310.8,-0.2,82.7,-2.8,3.0,310.8,-0.6,83.1,-3.1,4.2,312.1,-1.0,84.1,-3.3,5.0,313.9
2020-05-10 22:00:00,0.0,-0.32,17.68582778,0.07737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.531,-7.647,67.8,30.6,0.0,77.7,77.7,-0.3,83.3,-2.8,1.6,290.8,-0.4,82.9,-2.9,2.3,290.8,-0.6,82.9,-3.2,3.3,295.5,-1.0,83.5,-3.4,4.1,301.3
2020-05-10 23:00:00,0.0,0.17,11.94970667,0.06677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.957,-8.844,38.8,24.3,0.0,53.7,53.7,-0.6,80.8,-3.5,2.0,279.7,-0.6,80.5,-3.6,2.8,279.7,-0.8,80.5,-3.8,4.0,283.4,-1.2,81.2,-4.0,4.8,288.1
2020-05-11 00:00:00,0.0,12.66,14.92437556,0.06236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.477,-8.178,25.7,22.9,0.0,42.7,42.7,-1.0,82.0,-3.7,2.1,256.9,-1.0,81.8,-3.8,3.0,256.9,-1.2,81.5,-3.9,4.3,262.4,-1.4,81.6,-4.1,5.2,269.1
2020-05-11 01:00:00,0.0,4.88,16.27530556,0.05927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.749,-6.144,62.4,48.3,0.0,80.6,80.6,0.0,75.2,-3.8,2.7,255.1,-0.0,75.0,-3.9,3.8,255.1,-0.3,75.0,-4.2,5.3,258.4,-0.7,75.4,-4.5,6.2,262.6
2020-05-11 02:00:00,0.0,15.76,16.53696111,0.06191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.655,-2.614,54.9,77.2,0.0,89.7,89.7,-0.1,76.8,-3.7,2.9,249.4,-0.1,76.7,-3.7,4.2,249.4,-0.3,76.4,-4.0,5.9,252.4,-0.6,76.3,-4.3,7.0,256.3
2020-05-11 03:00:00,0.0,31.43,12.94167778,0.07648,0.0,0.0,1.0,15.3,12127.9,7.6,3.794,0.6,0.299,8.2,4.093,1.9,52.14,2.169,65.9,94.8,0.0,98.2,98.2,0.1,79.7,-3.0,3.3,242.6,0.0,79.5,-3.1,4.8,242.6,-0.3,79.3,-3.4,6.5,245.4,-0.7,79.5,-3.8,7.5,249.0
2020-05-11 04:00:00,0.0039167,18.36,10.63159111,0.09017,0.0,0.0,1.0,81.4,156437.6,28.0,17.818,2.0,1.29,30.0,19.108,1.3,65.3,7.908,67.5,97.8,0.0,99.3,99.3,0.7,79.5,-2.4,3.3,260.2,0.6,79.6,-2.5,4.8,260.2,0.2,80.1,-2.9,6.4,261.9,-0.3,81.2,-3.1,7.4,263.9
2020-05-11 05:00:00,0.0084999,50.01,13.44012,0.10021,0.0,0.0,1.0,194.2,486742.8,49.2,38.599,4.6,3.276,53.7,41.875,0.4,78.356,14.288,46.1,99.3,0.0,99.6,99.6,1.3,84.9,-1.0,3.7,276.2,1.2,84.9,-1.1,5.3,276.2,0.7,85.3,-1.5,7.2,277.6,0.2,86.0,-1.8,8.3,279.3
2020-05-11 06:00:00,0.4546666,15.23,21.06789778,0.09745,0.41,3.0,19.5,325.6,933326.5,79.3,64.209,10.7,7.626,90.0,71.836,7.4,91.637,20.976,64.9,87.7,0.0,95.7,95.7,1.9,84.9,-0.4,3.6,274.7,1.8,85.0,-0.5,5.2,274.7,1.3,85.5,-0.9,7.0,276.1,0.8,86.3,-1.3,8.0,277.9
2020-05-11 07:00:00,5.5324167,29.76,24.42923556,0.09889,0.4,0.0,19.6,457.0,1410945.1,98.8,89.026,15.8,13.246,114.6,102.271,1.5,105.558,27.614,57.7,97.6,9.0,99.1,99.0,2.5,84.4,0.2,3.4,297.7,2.4,84.6,0.1,4.9,297.7,1.8,85.4,-0.4,6.4,298.6,1.3,86.4,-0.7,7.0,299.7
2020-05-11 08:00:00,20.1045,23.2,22.00386667,0.09911,0.37,0.0,18.2,575.1,1863422.6,121.9,110.339,17.2,16.525,139.1,126.864,1.8,120.59,33.792,52.3,97.0,1.8,98.6,98.6,2.7,83.4,0.2,3.4,301.4,2.6,83.6,0.1,4.9,301.4,2.0,84.4,-0.3,6.4,302.1,1.5,85.4,-0.7,7.1,302.9
2020-05-11 09:00:00,18.5815835,74.55,19.51487778,0.099,0.0,0.0,1.0,669.8,2249176.0,177.2,149.534,59.2,38.239,236.4,187.772,26.9,137.169,39.022,44.3,55.1,0.9,75.2,75.1,3.8,78.5,0.4,3.0,297.0,3.6,78.7,0.3,4.2,297.0,3.0,79.6,-0.2,5.5,297.4,2.4,80.9,-0.6,5.9,298.0
2020-05-11 10:00:00,31.259667,40.79,16.20078222,0.09834,0.0,0.0,1.0,733.7,2536508.1,217.5,197.335,161.8,110.527,379.3,307.862,32.1,155.481,42.751,46.5,45.0,2.9,71.5,71.0,4.6,75.1,0.6,2.9,297.2,4.4,75.5,0.5,4.1,297.2,3.7,76.9,-0.0,5.2,297.3,3.0,78.5,-0.4,5.6,297.3
2020-05-11 11:00:00,38.889917,60.36,14.47378222,0.09569,0.0,0.0,1.0,761.8,2703021.4,207.4,212.468,197.3,179.535,404.7,392.003,26.5,175.143,44.458,40.8,55.9,36.7,83.5,78.7,4.6,75.9,0.8,3.0,297.9,4.4,76.3,0.6,4.3,297.9,3.6,77.9,0.1,5.5,298.1,2.8,79.7,-0.3,5.9,298.3
2020-05-11 12:00:00,30.964083,46.91,18.22460333,0.0927099999999999,0.33,2.0,16.1,751.9,2736054.6,225.1,216.285,105.2,151.224,330.3,367.509,5.3,195.114,43.856,41.6,91.2,73.6,98.6,96.8,3.8,79.8,0.7,3.4,297.7,3.6,80.2,0.5,4.8,297.7,2.8,81.8,0.0,6.2,297.9,2.1,83.4,-0.4,6.7,298.2
2020-05-11 13:00:00,27.892334,28.96,19.07834222,0.0884,0.29,0.0,14.6,704.9,2633121.2,226.2,225.652,38.1,71.624,264.2,297.276,1.3,214.172,41.05,53.8,97.8,79.8,99.8,99.4,3.1,78.7,-0.3,3.4,293.7,2.9,79.0,-0.4,4.9,293.7,2.2,80.5,-0.8,6.3,294.0,1.5,82.3,-1.2,6.7,294.4
2020-05-11 14:00:00,22.4470835,23.27,17.86248444,0.08906,0.05,0.0,3.5,624.4,2402008.3,211.4,218.787,46.3,42.162,257.7,260.949,1.6,231.595,36.476,35.5,97.4,60.0,99.3,98.8,3.2,78.5,-0.2,3.3,284.4,3.0,78.9,-0.3,4.7,284.4,2.2,80.4,-0.8,6.0,284.7,1.6,82.1,-1.2,6.5,285.0
2020-05-11 15:00:00,10.495,7.72,18.54971667,0.08951,0.05,0.0,3.5,516.5,2060478.4,175.4,193.398,38.3,42.262,213.6,235.66,3.3,247.33,30.691,55.3,94.5,10.3,97.8,97.7,3.1,78.6,-0.3,3.4,274.4,2.9,78.9,-0.4,4.8,274.4,2.1,80.3,-0.9,6.2,274.7,1.5,81.9,-1.3,6.8,275.0
2020-05-11 16:00:00,15.284833499999998,24.62,13.87560667,0.08962,0.61,2.0,29.3,390.1,1635760.9,122.8,149.11,15.2,26.731,138.0,175.841,1.5,261.729,24.22,16.1,97.6,15.6,98.3,98.1,2.8,75.8,-1.1,3.8,270.8,2.6,76.2,-1.2,5.5,270.8,1.9,77.5,-1.6,7.2,271.2,1.3,78.9,-1.9,7.9,271.7
2020-05-11 17:00:00,7.733416699999999,50.23,32.2162,0.09006,0.47,2.0,22.4,256.8,1164435.9,93.7,108.246,12.0,13.582,105.6,121.828,1.5,275.264,17.509,7.7,97.6,2.0,97.8,97.8,2.4,74.7,-1.6,3.7,265.5,2.3,74.9,-1.7,5.4,265.5,1.6,75.6,-2.2,7.1,266.0,1.0,76.6,-2.6,7.9,266.5
2020-05-11 18:00:00,1.1317499999999998,23.15,57.34949778,0.09083,0.2,0.0,10.2,132.1,694511.0,47.4,70.536,5.1,8.545,52.5,79.081,1.1,288.382,10.938,16.1,98.2,0.0,98.5,98.5,1.9,77.8,-1.6,3.6,268.6,1.7,77.9,-1.7,5.1,268.6,1.1,78.5,-2.2,6.8,269.1,0.5,79.5,-2.6,7.7,269.7
2020-05-11 19:00:00,0.0,-0.33,31.67887556,0.09083,0.34,0.0,16.7,39.8,294942.3,16.6,32.013,0.7,2.935,17.4,34.948,0.6,301.457,4.848,29.3,99.0,6.7,99.4,99.3,1.4,85.4,-0.8,3.2,277.5,1.3,85.3,-0.9,4.5,277.5,0.8,85.2,-1.4,6.0,278.0,0.3,85.6,-1.8,6.8,278.7
2020-05-11 20:00:00,0.0,1.31,21.36811333,0.09083,0.0,0.0,1.0,0.0,58058.4,0.0,8.309,0.0,0.367,0.0,8.676,0.6,314.765,-0.436,29.5,99.0,27.3,99.5,99.4,1.1,83.1,-1.4,2.5,270.2,1.0,83.1,-1.5,3.6,270.2,0.5,83.5,-1.9,4.8,271.1,0.1,84.2,-2.3,5.6,272.3
2020-05-11 21:00:00,0.0,-0.55,23.25810222,0.08995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.464,-4.608,35.8,99.4,14.9,99.7,99.7,0.4,87.9,-1.3,1.9,250.8,0.4,87.9,-1.4,2.7,250.8,0.0,88.2,-1.7,3.8,252.3,-0.3,88.9,-2.0,4.6,254.1
2020-05-11 22:00:00,0.0,-0.29,15.91991778,0.09856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.575,-7.393,51.2,99.2,2.5,99.6,99.6,-0.1,91.0,-1.4,1.8,239.1,-0.1,91.1,-1.4,2.6,239.1,-0.4,91.5,-1.6,3.7,241.8,-0.7,91.9,-1.9,4.5,245.0
2020-05-11 23:00:00,0.0,-0.36,13.41577333,0.09723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.97,-8.586,52.2,98.5,18.4,99.4,99.4,-0.5,92.9,-1.5,1.9,235.1,-0.5,92.8,-1.5,2.8,235.1,-0.6,92.6,-1.6,3.9,238.2,-0.9,92.6,-1.9,4.8,241.9
2020-05-12 00:00:00,0.0,-0.32,15.80962,0.09768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,-7.926,44.4,99.4,28.9,99.8,99.7,-0.3,92.0,-1.5,2.1,230.9,-0.4,91.8,-1.5,3.1,230.9,-0.5,91.1,-1.8,4.3,235.1,-0.8,90.5,-2.1,5.2,240.3
2020-05-12 01:00:00,0.0,-0.35,18.77181333,0.09878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.704,-5.896,38.4,96.6,46.3,98.9,98.4,-0.6,92.1,-1.7,1.7,255.6,-0.6,92.0,-1.7,2.5,255.6,-0.8,92.1,-1.9,3.6,258.9,-1.0,92.4,-2.1,4.4,262.9
2020-05-12 02:00:00,0.0,-0.26,17.95396444,0.101,1.51,3.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.585,-2.37,26.1,82.3,46.4,93.0,90.0,-0.5,91.2,-1.8,2.1,254.6,-0.6,91.2,-1.8,3.0,254.6,-0.8,91.4,-2.0,4.1,258.0,-1.1,91.9,-2.2,4.9,262.2
2020-05-12 03:00:00,0.0,1.58,14.40736222,0.11936,0.85,0.0,39.0,17.1,14755.7,10.4,5.198,1.1,0.533,11.5,5.731,3.8,52.051,2.406,29.0,90.4,41.9,96.0,94.6,-0.4,89.7,-1.9,1.9,254.9,-0.5,89.7,-2.0,2.7,254.9,-0.7,90.0,-2.2,3.8,257.0,-1.0,90.4,-2.4,4.6,259.6
2020-05-12 04:00:00,0.0,-0.34,13.33796556,0.12766,0.0,0.0,1.0,85.0,166077.9,36.1,23.257,5.6,3.321,41.7,26.578,4.7,65.195,8.139,51.4,92.1,47.4,98.0,97.1,-0.2,87.9,-2.0,1.7,253.6,-0.3,88.1,-2.0,2.4,253.6,-0.6,88.9,-2.2,3.4,255.1,-1.0,89.9,-2.5,4.0,256.9
2020-05-12 05:00:00,1.6429166999999998,-0.32,13.97398333,0.14934,2.01,0.0,94.1,198.4,501080.2,69.0,52.573,9.4,7.502,78.5,60.076,2.5,78.24,14.514,61.2,95.8,70.1,99.5,98.9,0.2,86.4,-1.8,1.7,259.0,0.1,86.5,-1.9,2.4,259.0,-0.4,87.5,-2.2,3.3,259.8,-0.9,88.7,-2.5,3.9,260.7
2020-05-12 06:00:00,10.3161667,-0.27,22.11182667,0.15033,0.2,0.0,10.4,330.0,948866.9,102.7,85.884,10.7,10.083,113.5,95.967,2.5,91.515,21.201,45.6,95.9,77.1,99.5,98.6,0.8,81.9,-1.9,1.7,274.2,0.7,82.3,-2.0,2.4,274.2,0.1,83.5,-2.4,3.2,274.9,-0.5,85.4,-2.7,3.5,275.9
2020-05-12 07:00:00,27.676334,-0.25,20.01006444,0.15055,0.0,0.0,1.0,461.2,1426385.5,126.9,114.834,15.2,12.993,142.2,127.827,1.8,105.434,27.841,83.4,97.0,81.3,99.9,99.7,1.2,81.7,-1.6,1.7,305.0,1.0,82.1,-1.7,2.5,305.0,0.3,83.9,-2.1,3.2,305.1,-0.4,86.0,-2.4,3.4,305.2
2020-05-12 08:00:00,49.98174999999999,-0.3,18.26487667,0.15044,0.0,0.0,1.0,579.2,1878354.1,156.2,141.554,86.9,51.09,243.1,192.644,12.4,120.472,34.025,65.2,79.3,56.1,96.8,94.8,2.0,76.8,-1.6,1.6,324.6,1.8,77.1,-1.8,2.3,324.6,1.1,78.9,-2.2,2.9,324.8,0.4,80.9,-2.5,3.1,325.1
2020-05-12 09:00:00,56.945668,16.36,10.97777444,0.14281,0.0,0.0,1.0,673.8,2263528.0,202.2,179.208,203.6,145.26,405.8,324.468,27.3,137.071,39.263,33.6,54.5,32.6,79.6,74.7,3.6,65.9,-2.2,1.6,325.8,3.4,66.2,-2.3,2.3,325.8,2.6,67.5,-2.8,2.9,326.8,1.9,69.1,-3.2,3.0,328.2
2020-05-12 10:00:00,56.08075,3.82,15.72631111,0.12445,0.0,0.0,1.0,737.5,2550368.8,226.4,214.318,276.8,240.202,503.2,454.52,31.9,155.42,43.0,33.0,46.9,32.3,75.9,70.2,4.3,64.7,-1.8,2.5,316.8,4.1,65.0,-1.9,3.6,316.8,3.2,66.3,-2.5,4.6,317.7,2.5,67.8,-2.9,4.8,318.8
